neighbourhood,room_type,accommodates,bedrooms,beds,price,availability_30,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,5,1,2,114,26,21,79,t,strict,3.62
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,80,9,11,96,f,flexible,2.82
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,70,26,5,100,f,moderate,2.78
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,2,1,1,139,11,59,98,t,strict,3.71
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,6,1,3,101,2,117,96,t,moderate,4.96
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,4,1,1,83,21,41,90,t,moderate,4.2
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,3,1,1,94,3,2,100,f,flexible,2
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,4,1,1,104,24,36,79,t,strict,6.67
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,3,1,1,69,22,128,90,t,moderate,3.88
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,2,279,30,2,60,f,strict,0.43
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Shared room,2,1,2,60,30,11,87,f,strict,0.83
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,75,0,2,100,f,moderate,2
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,2,169,3,8,98,f,flexible,1.04
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,1,1,1,49,25,77,88,t,moderate,2.69
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,1,1,1,69,22,1,40,f,flexible,0.33
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,2,1,1,126,0,6,90,f,moderate,0.56
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,120,17,22,97,f,moderate,4.46
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,3,1,1,125,15,3,100,f,strict,0.24
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,2,1,1,110,0,31,95,f,strict,1.05
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,59,21,3,87,t,strict,3
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,2,250,30,2,90,f,strict,0.2
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Shared room,2,1,2,65,29,5,88,f,strict,0.76
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,2,130,12,6,90,f,flexible,6
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,90,15,5,96,f,moderate,0.77
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,1,150,0,2,100,f,flexible,0.68
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,100,14,30,89,f,flexible,4.95
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Shared room,2,1,2,55,26,1,100,f,flexible,0.88
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,4,1,2,160,10,12,95,t,strict,0.68
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,1,1,1,75,24,7,100,t,moderate,1.56
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,85,0,46,92,f,strict,0.62
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,1,1,1,75,21,56,92,f,flexible,3.37
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,4,1,2,69,6,38,86,f,strict,4.89
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,1,1,1,65,1,5,88,f,flexible,5
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Private room,2,1,1,69,17,6,77,f,moderate,0.51
"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",Entire home/apt,3,1,1,102,0,1,100,f,flexible,0.34
"North Michigan Park, Michigan Park, University Heights",Entire home/apt,2,1,1,80,1,7,100,f,moderate,0.18
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,89,0,5,92,f,strict,0.86
"North Michigan Park, Michigan Park, University Heights",Entire home/apt,4,1,1,90,18,1,100,f,flexible,1
"North Michigan Park, Michigan Park, University Heights",Private room,1,1,1,55,22,29,82,f,moderate,0.98
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,75,0,7,94,t,strict,1.75
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,75,8,4,90,f,flexible,0.66
"North Michigan Park, Michigan Park, University Heights",Shared room,1,1,1,60,28,5,100,f,flexible,4.29
"North Michigan Park, Michigan Park, University Heights",Private room,4,1,2,150,1,1,80,f,strict,0.17
"North Michigan Park, Michigan Park, University Heights",Entire home/apt,2,1,2,50,5,4,88,f,flexible,0.14
"North Michigan Park, Michigan Park, University Heights",Shared room,4,1,2,45,30,8,83,f,flexible,0.49
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,75,12,1,100,f,moderate,0.07
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,65,28,5,88,t,strict,1.21
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,55,1,63,92,f,moderate,2.08
"North Michigan Park, Michigan Park, University Heights",Private room,4,1,1,67,18,11,84,f,flexible,1.86
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,55,2,19,91,f,flexible,2.53
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,89,0,4,75,f,strict,0.76
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,2,75,13,10,94,f,moderate,2.5
"North Michigan Park, Michigan Park, University Heights",Private room,3,1,1,67,12,55,89,f,flexible,5.45
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,42,10,15,95,f,moderate,0.97
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,2,89,1,1,100,f,strict,0.22
"North Michigan Park, Michigan Park, University Heights",Private room,4,1,2,150,1,5,96,f,strict,0.86
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,42,2,17,98,f,flexible,8.79
"North Michigan Park, Michigan Park, University Heights",Private room,2,1,1,85,6,15,95,f,moderate,3.41
"Brightwood Park, Crestwood, Petworth",Entire home/apt,6,1,3,80,16,90,93,f,moderate,2.09
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,125,6,9,98,f,moderate,0.57
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,115,27,31,99,f,moderate,1.93
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,84,0,8,95,f,strict,1.18
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,110,16,9,100,t,flexible,5.4
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,75,0,41,98,f,flexible,1.71
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,40,0,1,80,f,moderate,0.38
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,50,0,4,93,f,flexible,0.92
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,150,30,7,91,f,flexible,0.26
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,57,0,1,100,f,flexible,0.53
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,100,18,9,93,f,flexible,0.98
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,89,9,3,100,f,strict,0.84
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,90,20,1,80,f,moderate,1
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,72,24,17,98,t,strict,3.7
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,65,18,6,77,f,flexible,0.64
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,97,14,130,91,f,moderate,3.47
"Brightwood Park, Crestwood, Petworth",Private room,2,1,2,55,21,6,93,f,strict,2.95
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,45,0,1,80,f,strict,0.88
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,2,99,0,25,98,f,moderate,2.8
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,100,30,1,97,f,flexible,0.03
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,32,13,1,80,f,strict,0.32
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,59,18,57,91,f,strict,2.75
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,63,6,10,100,f,flexible,3.33
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,85,30,49,89,f,strict,3.68
"Brightwood Park, Crestwood, Petworth",Private room,4,1,1,72,15,45,97,f,strict,5.08
"Brightwood Park, Crestwood, Petworth",Private room,3,1,2,64,30,2,100,f,moderate,2
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,70,28,23,89,f,strict,1.56
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,85,0,2,100,f,moderate,1.46
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,120,28,16,93,f,strict,0.52
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,275,0,9,94,f,flexible,0.68
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,85,25,6,97,f,flexible,0.68
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,90,18,11,100,f,flexible,2.48
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,60,5,10,98,f,moderate,4
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,89,20,54,97,f,moderate,3.33
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,78,29,10,100,f,moderate,2.97
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,200,15,2,100,f,flexible,0.56
"Brightwood Park, Crestwood, Petworth",Private room,6,1,2,134,16,7,97,f,strict,0.94
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,75,27,34,92,f,moderate,0.95
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,95,0,5,96,f,strict,0.93
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,67,7,32,96,f,strict,3.68
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,75,9,75,95,f,moderate,4.18
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,60,29,2,100,f,flexible,0.66
"Brightwood Park, Crestwood, Petworth",Private room,3,1,1,65,9,3,100,f,strict,1.36
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,2,89,0,18,67,f,moderate,1.05
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,70,0,1,100,f,flexible,0.54
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,2,99,8,16,94,f,moderate,1.36
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,65,4,8,95,f,moderate,0.78
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,70,0,10,94,f,strict,0.35
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,75,0,3,100,f,strict,0.22
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,50,0,3,80,f,moderate,1.14
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,45,0,4,87,f,strict,0.16
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,125,2,5,88,f,moderate,0.2
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,45,1,3,53,f,strict,0.27
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,100,5,22,97,f,moderate,4.4
"Brightwood Park, Crestwood, Petworth",Private room,6,1,2,119,17,4,95,f,strict,1.79
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,95,10,3,100,f,flexible,0.7
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,60,0,1,100,f,moderate,0.77
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,50,0,36,95,f,moderate,1.63
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,59,24,25,90,f,strict,1.43
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,2,110,22,89,96,f,strict,2.05
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,30,19,4,80,f,strict,0.38
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,95,17,5,100,f,moderate,0.77
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,91,18,39,94,f,flexible,2.15
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,2,125,14,1,100,f,flexible,1
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,96,5,2,100,f,moderate,2
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,84,16,14,89,f,moderate,2.59
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,90,0,3,100,f,flexible,1.34
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,73,20,100,97,f,moderate,5.37
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,60,0,4,100,f,flexible,0.35
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,62,30,6,90,f,moderate,0.36
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,150,25,3,100,f,moderate,0.67
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,60,0,27,99,f,flexible,3.02
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,97,0,101,100,f,flexible,4.24
"Brightwood Park, Crestwood, Petworth",Shared room,2,1,1,35,0,17,86,f,moderate,3.59
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,60,16,8,90,f,flexible,0.54
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,68,4,116,97,f,moderate,2.33
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,68,9,102,97,f,moderate,2.06
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,79,1,1,100,f,flexible,0.83
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,72,22,43,93,f,flexible,3.96
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,100,0,1,100,f,flexible,0.19
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,80,16,12,97,f,flexible,0.64
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,75,0,1,100,f,flexible,0.14
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,75,21,2,90,f,flexible,1.22
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,60,23,60,87,f,strict,4.59
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,140,30,20,99,f,strict,0.31
"Brightwood Park, Crestwood, Petworth",Private room,1,1,1,40,0,5,84,f,strict,0.18
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,3,70,4,62,94,f,moderate,3.25
"Brightwood Park, Crestwood, Petworth",Shared room,2,1,1,34,21,1,100,f,moderate,1
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,100,9,44,98,f,moderate,5.74
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,50,0,2,100,f,flexible,0.72
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,125,30,4,100,f,flexible,0.26
"Brightwood Park, Crestwood, Petworth",Entire home/apt,4,1,1,109,11,96,94,t,moderate,1.96
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,52,16,7,87,f,strict,3.09
"Brightwood Park, Crestwood, Petworth",Private room,4,1,2,139,0,58,100,f,flexible,2.72
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,84,28,4,90,f,flexible,1.32
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,69,1,2,80,f,flexible,2
"Brightwood Park, Crestwood, Petworth",Private room,3,1,3,90,23,5,100,f,flexible,0.4
"Brightwood Park, Crestwood, Petworth",Entire home/apt,3,1,1,115,22,19,97,f,flexible,1.07
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,50,0,6,87,t,moderate,2.73
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,50,0,2,90,f,moderate,1.3
"Brightwood Park, Crestwood, Petworth",Entire home/apt,2,1,1,89,25,3,100,t,flexible,1.8
"Brightwood Park, Crestwood, Petworth",Private room,2,1,2,68,1,22,99,f,strict,1.35
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,65,8,20,83,f,flexible,2.99
"Brightwood Park, Crestwood, Petworth",Private room,2,1,1,100,30,2,100,f,moderate,0.36
"North Cleveland Park, Forest Hills, Van Ness",Private room,2,1,1,112,13,47,98,f,moderate,3.8
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,3,1,1,125,14,10,94,f,moderate,1.79
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,2,1,1,150,10,6,97,f,flexible,0.5
"North Cleveland Park, Forest Hills, Van Ness",Private room,2,1,1,165,29,1,80,f,strict,0.21
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,2,1,1,99,9,11,85,f,moderate,1.2
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,2,1,1,66,3,2,100,f,flexible,1.15
"North Cleveland Park, Forest Hills, Van Ness",Shared room,2,1,1,75,30,4,95,f,moderate,0.31
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,4,1,2,85,0,1,80,f,flexible,1
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,4,1,1,110,16,15,93,f,flexible,0.62
"North Cleveland Park, Forest Hills, Van Ness",Shared room,2,1,1,75,0,9,89,f,flexible,0.84
"North Cleveland Park, Forest Hills, Van Ness",Shared room,2,1,1,50,13,35,94,f,moderate,2.11
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,4,1,2,125,0,1,100,f,flexible,0.33
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,4,1,1,110,0,5,95,f,moderate,0.9
"North Cleveland Park, Forest Hills, Van Ness",Entire home/apt,2,1,1,130,0,3,100,f,moderate,0.68
"Friendship Heights, American University Park, Tenleytown",Entire home/apt,4,1,2,85,7,4,95,f,strict,1.21
"Friendship Heights, American University Park, Tenleytown",Private room,4,1,2,105,0,34,96,f,moderate,1.13
"Friendship Heights, American University Park, Tenleytown",Entire home/apt,2,1,1,103,0,24,94,f,strict,0.78
"Friendship Heights, American University Park, Tenleytown",Private room,1,1,1,50,18,5,68,f,moderate,3.33
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,92,4,84,99,f,moderate,2.75
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,30,0,2,30,f,strict,1.4
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,2,90,7,61,96,t,strict,4.34
"Friendship Heights, American University Park, Tenleytown",Private room,3,1,2,128,0,8,98,f,moderate,2.07
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,84,5,68,98,t,flexible,2.99
"Friendship Heights, American University Park, Tenleytown",Entire home/apt,5,1,3,99,11,10,94,f,strict,0.91
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,84,14,34,86,t,flexible,3.86
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,86,30,10,90,t,flexible,1.38
"Friendship Heights, American University Park, Tenleytown",Private room,1,1,1,135,17,16,100,t,flexible,0.37
"Friendship Heights, American University Park, Tenleytown",Private room,3,1,1,95,9,16,96,f,flexible,1.45
"Friendship Heights, American University Park, Tenleytown",Private room,3,1,1,119,25,21,91,f,flexible,1.5
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,140,28,8,93,t,flexible,1.21
"Friendship Heights, American University Park, Tenleytown",Private room,2,1,1,84,1,3,93,f,flexible,0.19
"Takoma, Brightwood, Manor Park",Private room,2,1,1,77,30,5,84,f,flexible,0.15
"Takoma, Brightwood, Manor Park",Private room,2,1,1,60,10,109,95,f,flexible,3.31
"Takoma, Brightwood, Manor Park",Entire home/apt,2,1,1,64,0,4,100,f,moderate,3.53
"Takoma, Brightwood, Manor Park",Entire home/apt,2,1,1,125,22,1,80,f,moderate,0.02
"Takoma, Brightwood, Manor Park",Private room,2,1,1,60,14,1,100,f,flexible,1
"Takoma, Brightwood, Manor Park",Private room,3,1,2,75,30,2,80,f,strict,0.06
"Takoma, Brightwood, Manor Park",Entire home/apt,2,1,2,90,21,58,88,f,moderate,1.18
"Takoma, Brightwood, Manor Park",Entire home/apt,2,1,1,65,13,3,80,f,flexible,3
"Takoma, Brightwood, Manor Park",Private room,1,1,1,55,12,22,88,f,moderate,0.61
"Takoma, Brightwood, Manor Park",Private room,2,1,1,75,0,7,97,f,moderate,1.15
"Takoma, Brightwood, Manor Park",Private room,2,1,1,68,26,29,97,f,flexible,0.98
"Takoma, Brightwood, Manor Park",Private room,2,1,1,65,13,2,90,f,strict,1.11
"Takoma, Brightwood, Manor Park",Entire home/apt,1,1,1,70,0,3,95,f,strict,0.1
"Takoma, Brightwood, Manor Park",Private room,2,1,1,65,7,28,99,f,flexible,3.64
"Takoma, Brightwood, Manor Park",Private room,3,1,2,76,18,38,96,f,moderate,1.26
"Takoma, Brightwood, Manor Park",Entire home/apt,2,1,1,45,15,1,40,f,strict,0.94
"Takoma, Brightwood, Manor Park",Private room,1,1,1,55,24,14,93,f,moderate,0.64
"Takoma, Brightwood, Manor Park",Private room,1,1,1,65,0,7,97,f,strict,0.62
